airport,all_airports,state,country,city,type,iata_code,city_code,longitude,latitude,time_zone,gmt_offset,mileage_region,region
Lijiang Sanyi,N,,China,Lijiang City,airport,LJG,LJG,100.243611,26.6741667,Asia/Shanghai,GMT+8:00,Asia 1,AS
Lihue Kauai Island,N,HI,United States,Kauai Island,airport,LIH,LIH,-159.33611,21.9763889,Pacific/Honolulu,GMT-10:00,Canada & Continental USA,US
Lihir Island Kunaye,N,,Papua New Guinea,Lihir Island,airport,LNV,LNV,152.627778,-3.0425,Pacific/Port_Moresby,GMT+10:00,Australia New Zealand & South Pacific,AU
Lifou Ouanaham,N,,New Caledonia,Lifou,airport,LIF,LIF,167.24,-20.774722,Pacific/Noumea,GMT+11:00,Australia New Zealand & South Pacific,AU
Liege,N,,Belgium,Liege,airport,LGG,LGG,5.44333333,50.6375,Europe/Brussels,GMT+1:00,Europe 1,EU
Lichinga,N,,Mozambique,Lichinga,airport,VXC,VXC,35.2663889,-13.273889,Africa/Maputo,GMT+2:00,"East, West & South Africa",AF
Libreville Leon M'ba International,N,,Gabon,Libreville,airport,LBV,LBV,9.41222222,0.45861111,Africa/Libreville,GMT+1:00,"East, West & South Africa",AF
Libo,N,,China,Libo City,airport,LLB,LLB,107.960833,25.4483333,Asia/Shanghai,GMT+8:00,Asia 1,AS
Liberia D. Oduber Quiros International,N,,Costa Rica,Liberia,airport,LIR,LIR,-85.544444,10.5933333,America/Costa_Rica,GMT-6:00,Caribbean & Central America,CB
Liberal Mid-America Regional,N,KS,United States,Liberal,airport,LBL,LBL,-100.96,37.0441667,America/Chicago,GMT-6:00,Canada & Continental USA,US
Lianyungang Baitabu,N,,China,Lianyungang,airport,LYG,LYG,118.873889,34.5719444,Asia/Shanghai,GMT+8:00,Asia 1,AS
Lhok Seumawe Malikussaleh,N,,Indonesia,Lhok Seumawe,airport,LSW,LSW,96.9502778,5.22666667,Asia/Jakarta,GMT+7:00,Asia 2,AS
Lhasa/Lasa Gonggar,N,,China,Lhasa,airport,LXA,LXA,90.9122222,29.2980556,Asia/Shanghai,GMT+8:00,Asia 1,AS
Lexington Blue Grass,N,KY,United States,Lexington,airport,LEX,LEX,-84.605833,38.0363889,America/New_York,GMT-5:00,Canada & Continental USA,US
Lewiston Nez Perce County,N,ID,United States,Lewiston,airport,LWS,LWS,-117.01361,46.3755556,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Lewisburg/Greenbrier Valley,N,WV,United States,Lewisburg,airport,LWB,LWB,-80.401944,37.8561111,America/New_York,GMT-5:00,Canada & Continental USA,US
Levelock,N,AK,United States,Levelock,airport,KLL,KLL,-156.86083,59.1261111,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Leticia Alfredo V. Cobb International,N,,Colombia,Leticia,airport,LET,LET,-69.943056,-4.1936111,America/Bogota,GMT-5:00,Northern South America,SA
Lethbridge County,N,AB,Canada,Lethbridge,airport,YQL,YQL,-112.79028,49.6297222,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Leros,N,,Greece,Leros,airport,LRS,LRS,26.8002778,37185,Europe/Athens,GMT+2:00,Europe 2,EU
Leon/Guanajuato Del Bajio International,N,,Mexico,Leon/Guanajuato,airport,BJX,BJX,-101.48083,20.9933333,America/Cancun,GMT-6:00,Mexico,CA
Leon,N,,Spain,Leon,airport,LEN,LEN,-5.6555556,42.5888889,Europe/Madrid,GMT+1:00,Europe 1,EU
Lensk,N,,Russia,Lensk,airport,ULK,ULK,114.821944,60.7227778,Asia/Yakutsk,GMT+10:00,Europe 2,EU
Lencois Horacio de Mattos,N,,Brazil,Lencois,airport,LEC,LEC,-41.281111,-12.48,America/Belem,GMT-3:00,Southern South America,SA
Leknes,N,,Norway,Leknes,airport,LKN,LKN,13.6119444,68.1544444,Europe/Oslo,GMT+1:00,Europe 1,EU
Leipzig/Halle,N,,Germany,Leipzig,airport,LEJ,LEJ,12.2416667,51.4325,Europe/Berlin,GMT+1:00,Europe 1,EU
Leh Kushok Bakula Rimpoche,N,,India,Leh,airport,IXL,IXL,77.5463889,34.1358333,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Legaspi,N,,Philippines,Legaspi,airport,LGP,LGP,123.734444,13.1572222,Asia/Manila,GMT+8:00,Asia 2,AS
Leeds/Bradford,N,,United Kingdom,Leeds Bradford,airport,LBA,LBA,-1.6605556,53.8658333,Europe/London,GMT0:00,Europe 1,EU
Lebanon Municipal,N,NH,United States,Lebanon,airport,LEB,LEB,-72.307222,43.6277778,America/New_York,GMT-5:00,Canada & Continental USA,US
Learmonth,N,,Australia,Learmonth,airport,LEA,LEA,114.088611,-22.235556,Australia/Perth,GMT+8:00,Australia New Zealand & South Pacific,AU
Le Puy Loudes,N,,France,Le Puy,airport,LPY,LPY,3.76333333,45.0797222,Europe/Paris,GMT+1:00,Europe 1,EU
Lazaro Cardenas,N,,Mexico,Lazaro Cardenas,airport,LZC,LZC,-102.22056,18.0016667,America/Cancun,GMT-6:00,Mexico,CA
Lawton/Fort Sill Regional,N,OK,United States,Lawton,airport,LAW,LAW,-98.416389,34.5666667,America/Chicago,GMT-6:00,Canada & Continental USA,US
Lawas,N,,Malaysia,Lawas,airport,LWY,LWY,115.408056,4.84972222,Asia/Kuching,GMT+8:00,Asia 2,AS
Launceston,N,,Australia,Launceston,airport,LST,LST,147.211111,-41.545278,Australia/Hobart,GMT+10:00,Australia New Zealand & South Pacific,AU
Latrobe Westmoreland,N,PA,United States,Latrobe,airport,LBE,LBE,-79.404722,40.2758333,America/New_York,GMT-5:00,Canada & Continental USA,US
Latacunga Cotapaxi International,N,,Ecuador,Latacunga,airport,LTX,LTX,-78.615833,-0.9075,America/Guayaquil,GMT-5:00,Northern South America,SA
Lashkar Gah Bost,N,,Afghanistan,Bost,airport,BST,BST,64365,31.5602778,Asia/Kabul,GMT+4:30,Indian Subcontinent,IN
Lashio,N,,Myanmar,Lashio,airport,LSH,LSH,97.7522222,22.9777778,Asia/Rangoon,GMT+6:30,Asia 2,AS
Las Vegas McCarran International,N,NV,United States,Las Vegas,airport,LAS,LAS,-115.15222,36.08,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Las Vegas Boulder City Municipal,N,NV,United States,Las Vegas,airport,BLD,LAS,-114.86111,35.9463889,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Las Piedras Josefa Camejo International,N,,Venezuela,Las Piedras,airport,LSP,LSP,-70.151389,11.7808333,America/Caracas,GMT-4:30,Northern South America,SA
Larsen Bay,N,AK,United States,Larsen Bay,airport,KLN,KLN,-153.97778,57.5344444,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Larnaca,N,,Cyprus,Larnaca,airport,LCA,LCA,33.6247222,34875,Asia/Nicosia,GMT+2:00,Europe 2,EU
Laredo International,N,TX,United States,Laredo,airport,LRD,LRD,-99.461667,27.5438889,America/Chicago,GMT-6:00,Canada & Continental USA,US
Larantuka Gewayantana,N,,Indonesia,Larantuka,airport,LKA,LKA,123.000556,-8.2741667,Asia/Makassar,GMT+8:00,Asia 2,AS
Laramie Regional,N,WY,United States,Laramie,airport,LAR,LAR,-105675,41.3119444,America/Denver,GMT-7:00,Canada & Continental USA,US
Lar,N,,Iran,Lar,airport,LRR,LRR,54.3872222,27.6730556,Asia/Tehran,GMT+3:30,Middle East & North Africa,ME
Lappeenranta,N,,Finland,Lappeenranta,airport,LPP,LPP,28.1444444,61.0444444,Europe/Helsinki,GMT+2:00,Europe 2,EU
Laoag International,N,,Philippines,Laoag,airport,LAO,LAO,120.531389,18.1780556,Asia/Manila,GMT+8:00,Asia 2,AS
Lanzhou Zhongchuan,N,,China,Lanzhou,airport,LHW,LHW,103.616667,36.5166667,Asia/Shanghai,GMT+8:00,Asia 1,AS
Lanzarote,N,,Spain,Lanzarote,airport,ACE,ACE,-13.605278,28.9455556,Atlantic/Canary,GMT0:00,Europe 1,EU
Lansing Capital City,N,MI,United States,Lansing,airport,LAN,LAN,-84.587222,42.7786111,America/New_York,GMT-5:00,Canada & Continental USA,US
Lannion,N,,France,Lannion,airport,LAI,LAI,-3.4744444,48755,Europe/Paris,GMT+1:00,Europe 1,EU
Lankaran,N,,Azerbaijan,Lankaran,airport,LLK,LLK,48.8063889,38.7588889,Asia/Baku,GMT+4:00,Europe 2,EU
Langkawi International,N,,Malaysia,Langkawi,airport,LGK,LGK,99.7322222,6.33861111,Asia/Kuching,GMT+8:00,Asia 2,AS
Langgur Dumatubun,N,,Indonesia,Langgur,airport,LUV,LUV,132.731389,-5.6616667,Asia/Jayapura,GMT+9:00,Asia 2,AS
Lancaster,N,PA,United States,Lancaster,airport,LNS,LNS,-76.296111,40.1216667,America/New_York,GMT-5:00,Canada & Continental USA,US
Lanai City,N,HI,United States,Lanai City,airport,LNY,LNY,-156.95139,20.7855556,Pacific/Honolulu,GMT-10:00,Canada & Continental USA,US
Lamu Manda,N,,Kenya,Lamu,airport,LAU,LAU,40.9130556,-2.2525,Africa/Nairobi,GMT+3:00,"East, West & South Africa",AF
Lampedusa,N,,Italy,Lampedusa,airport,LMP,LMP,12.6183333,35.4980556,Europe/Rome,GMT+1:00,Europe 1,EU
Lampang,N,,Thailand,Lampang,airport,LPT,LPT,99.5041667,18.2722222,Asia/Bangkok,GMT+7:00,Asia 1,AS
Lamezia Terme,N,,Italy,Lamezia Terme,airport,SUF,SUF,16.2416667,38.9083333,Europe/Rome,GMT+1:00,Europe 1,EU
Lamerd,N,,Iran,Lamerd,airport,LFM,LFM,53.1880556,27.3730556,Asia/Tehran,GMT+3:30,Middle East & North Africa,ME
Lamen Bay,N,,Vanuatu,Lamen Bay,airport,LNB,LNB,168.159722,-16585,Pacific/Efate,GMT+11:00,Australia New Zealand & South Pacific,AU
Lamap Malekoula,N,,Vanuatu,Lamap,airport,LPM,LPM,167.828889,-16.457778,Pacific/Efate,GMT+11:00,Australia New Zealand & South Pacific,AU
Lalibela,N,,Ethiopia,Lalibela,airport,LLI,LLI,38.98,11975,Africa/Addis_Ababa,GMT+3:00,"East, West & South Africa",AF
Lakselv Banak,N,,Norway,Lakselv,airport,LKL,LKL,24.9736111,70.0688889,Europe/Oslo,GMT+1:00,Europe 1,EU
Lakeba Island,N,,Fiji,Lakeba,airport,LKB,LKB,-178.81694,-18.199167,Pacific/Fiji,GMT+12:00,Australia New Zealand & South Pacific,AU
Lake Minchumina,N,AK,United States,Lake Minchumina,airport,LMA,LMA,-152.30194,63.8861111,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Lake Manyara,N,,Tanzania,Lake Manyara,airport,LKY,LKY,35.8180556,-3.3755556,Africa/Dar_es_Salaam,GMT+3:00,"East, West & South Africa",AF
Lake Charles Regional,N,LA,United States,Lake Charles,airport,LCH,LCH,-93.223333,30.1261111,America/Chicago,GMT-6:00,Canada & Continental USA,US
Lahore Allama Iqbal International,N,,Pakistan,Lahore,airport,LHE,LHE,74.4036111,31.5216667,Asia/Karachi,GMT+5:00,Indian Subcontinent,IN
Lahad Datu,N,,Malaysia,Lahad Datu,airport,LDU,LDU,118.328333,5.03027778,Asia/Kuching,GMT+8:00,Asia 2,AS
Lagos M. Muhammed,N,,Nigeria,Lagos,airport,LOS,LOS,3.32111111,6.5775,Africa/Lagos,GMT+1:00,"East, West & South Africa",AF
Lago Agrio,N,,Ecuador,Lago Agrio,airport,LGQ,LGQ,-76.869444,0.0925,America/Guayaquil,GMT-5:00,Northern South America,SA
Laghouat l'Mekrareg,N,,Algeria,Laghouat,airport,LOO,LOO,2.9275,33.7647222,Africa/Algiers,GMT+1:00,Middle East & North Africa,ME
Lafayette Regional,N,LA,United States,Lafayette,airport,LFT,LFT,-91.9875,30.2052778,America/Chicago,GMT-6:00,Canada & Continental USA,US
Lae Nadzab,N,,Papua New Guinea,Lae,airport,LAE,LAE,146.726111,-6.5697222,Pacific/Port_Moresby,GMT+10:00,Australia New Zealand & South Pacific,AU
Lac Brochet,N,MB,Canada,Lac Brochet,airport,XLB,XLB,-101.46694,58.6166667,America/Rainy_River,GMT-6:00,Canada & Continental USA,US
Labuan Bajo Komodo,N,,Indonesia,Labuan Bajo,airport,LBJ,LBJ,119.889167,-8.4866667,Asia/Makassar,GMT+8:00,Asia 2,AS
Labuan,N,,Malaysia,Labuan,airport,LBU,LBU,115.2525,5.29722222,Asia/Kuching,GMT+8:00,Asia 2,AS
Labasa,N,,Fiji,Labasa,airport,LBS,LBS,179.339722,-16.467778,Pacific/Fiji,GMT+12:00,Australia New Zealand & South Pacific,AU
Laayoune Hassan I,N,,Morocco,Laayoune,airport,EUN,EUN,-13.219167,27.1516667,Africa/Casablanca,GMT0:00,Middle East & North Africa,ME
La Tabatiere,N,QC,Canada,La Tabatiere,airport,ZLT,ZLT,-58.975278,50.8308333,America/Blanc-Sablon,GMT-4:00,Canada & Continental USA,US
La Serena La Florida,N,,Chile,La Serena,airport,LSC,LSC,-71.199444,-29.916389,America/Santiago,GMT-4:00,Southern South America,SA
La Romaine,N,QC,Canada,Gethsemani,airport,ZGS,ZGS,-60.674722,50.2597222,America/Blanc-Sablon,GMT-4:00,Canada & Continental USA,US
La Rochelle Ile de Re,N,,France,La Rochelle,airport,LRH,LRH,-1.1952778,46.1791667,Europe/Paris,GMT+1:00,Europe 1,EU
La Rioja Captain V.A. Almonacid,N,,Argentina,La Rioja,airport,IRJ,IRJ,-66.795833,-29.380556,America/Argentina/Mendoza,GMT-3:00,Southern South America,SA
La Pedrera,N,,Colombia,La Pedrera,airport,LPD,LPD,-69.581389,-1.3255556,America/Bogota,GMT-5:00,Northern South America,SA
La Paz Manuel Marquez de Leon,N,,Mexico,La Paz,airport,LAP,LAP,-110.3625,24.0727778,America/Mazatlan,GMT-7:00,Mexico,CA
La Paz El Alto International,N,,Bolivia,La Paz,airport,LPB,LPB,-68.192222,-16.513333,America/La_Paz,GMT-4:00,Southern South America,SA
La Macarena,N,,Colombia,Lamacarena,airport,LMC,LMC,-73.786667,2.17527778,America/Bogota,GMT-5:00,Northern South America,SA
La Grande Riviere,N,QC,Canada,La Grande,airport,YGL,YGL,-77.704167,53.6252778,America/Montreal,GMT-5:00,Canada & Continental USA,US
La Graciosa Ferry Port,N,,Spain,La Graciosa,airport,GGA,GGA,-13.501389,29.2291667,Atlantic/Canary,GMT0:00,Europe 1,EU
La Crosse/Winona,N,WI,United States,La Crosse,airport,LSE,LSE,-91.256667,43.8788889,America/Chicago,GMT-6:00,Canada & Continental USA,US
La Chorrera,N,,Colombia,La Chorrera,airport,LCR,LCR,-73.016667,-0.7333333,America/Bogota,GMT-5:00,Northern South America,SA
La Ceiba Goloson International,N,,Honduras,La Ceiba,airport,LCE,LCE,-86.853056,15.7425,America/Tegucigalpa,GMT-6:00,Caribbean & Central America,CB
Kyzylorda,N,,Kazakhstan,Kzyl Orda,airport,KZO,KZO,65.5922222,44.7075,Asia/Almaty,GMT+6:00,Middle East & North Africa,ME
Kyzyl,N,,Russia,Kyzyl,airport,KYZ,KYZ,94.4080556,51.6733333,Asia/Krasnoyarsk,GMT+8:00,Europe 2,EU
Kythira Alexandros A. Onassis,N,,Greece,Kithira,airport,KIT,KIT,23.0169444,36.2741667,Europe/Athens,GMT+2:00,Europe 2,EU
Kyaukpyu,N,,Myanmar,Kyaukpyu,airport,KYP,KYP,93.5347222,19.4263889,Asia/Rangoon,GMT+6:30,Asia 2,AS
Kwigillingok,N,AK,United States,Kwigillingok,airport,KWK,KWK,-163.16861,59.8763889,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kwethluk,N,AK,United States,Kwethluk,airport,KWT,KWT,-161.44194,60.7936111,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kwajalein Island Bucholz AAF,N,,Marshall Islands,Kwajalein,airport,KWA,KWA,167.731667,8.72,Pacific/Kwajalein,GMT+12:00,Asia 2,AS
Kuwait International,N,,Kuwait,Kuwait,airport,KWI,KWI,47.9688889,29.2266667,Asia/Kuwait,GMT+3:00,Middle East & North Africa,ME
Kuusamo,N,,Finland,Kuusamo,airport,KAO,KAO,29.2394444,65.9875,Europe/Helsinki,GMT+2:00,Europe 2,EU
Kuujjuarapik,N,QC,Canada,Kuujjuarapik,airport,YGW,YGW,-77765,55.2819444,America/Montreal,GMT-5:00,Canada & Continental USA,US
Kuujjuaq,N,QC,Canada,Kuujjuaq,airport,YVP,YVP,-68.427222,58.0911111,America/Montreal,GMT-5:00,Canada & Continental USA,US
Kutaisi Kopitnari,N,,Georgia,Kutaisi,airport,KUT,KUT,42.4825,42.1766667,Asia/Tbilisi,GMT+4:00,Europe 2,EU
Kutahya Zafer,N,,Turkey,Kutahya,airport,KZR,KZR,30.0163889,39.4277778,Europe/Istanbul,GMT+2:00,Europe 2,EU
Kushiro,N,,Japan,Kushiro,airport,KUH,KUH,144.193056,43.0408333,Asia/Tokyo,GMT+9:00,Asia 1,AS
Kursk Vostochny,N,,Russia,Kursk,airport,URS,URS,36.2955556,51.7505556,Europe/Moscow,GMT+4:00,Europe 2,EU
Kurgan,N,,Russia,Kurgan,airport,KRO,KRO,65.4105556,55.4708333,Asia/Yekaterinburg,GMT+6:00,Europe 2,EU
Kuressaare,N,,Estonia,Kuressaare,airport,URE,URE,22.5094444,58.23,Europe/Tallinn,GMT+2:00,Europe 2,EU
Kuqa Quici,N,,China,Kuqa,airport,KCA,KCA,82.9866667,41.7180556,Asia/Shanghai,GMT+8:00,Asia 1,AS
Kupang El Tari,N,,Indonesia,Kupang,airport,KOE,KOE,123.671111,-10.171667,Asia/Makassar,GMT+8:00,Asia 2,AS
Kuopio,N,,Finland,Kuopio,airport,KUO,KUO,27.7977778,63.0072222,Europe/Helsinki,GMT+2:00,Europe 2,EU
Kununurra,N,,Australia,Kununurra,airport,KNX,KNX,128.7075,-15.778056,Australia/Perth,GMT+8:00,Australia New Zealand & South Pacific,AU
Kunming Changshui International,N,,China,Kunming,airport,KMG,KMG,102.743611,24.9922222,Asia/Shanghai,GMT+8:00,Asia 1,AS
Kunduz,N,,Afghanistan,Kunduz,airport,UND,UND,68.9105556,36.6652778,Asia/Kabul,GMT+4:30,Indian Subcontinent,IN
Kundiawa Chimbu,N,,Papua New Guinea,Kundiawa,airport,CMU,CMU,144.970833,-6.0238889,Pacific/Port_Moresby,GMT+10:00,Australia New Zealand & South Pacific,AU
Kumejima,N,,Japan,Kume Jima,airport,UEO,UEO,126.716389,26.3652778,Asia/Tokyo,GMT+9:00,Asia 1,AS
Kumasi,N,,Ghana,Kumasi,airport,KMS,KMS,-1.5908333,6.71444444,Africa/Accra,GMT0:00,"East, West & South Africa",AF
Kumamoto,N,,Japan,Kumamoto,airport,KMJ,KMJ,130855,32.8372222,Asia/Tokyo,GMT+9:00,Asia 1,AS
Kulusuk,N,,Greenland,Kulusuk Island,airport,KUS,KUS,-37.134167,65.5733333,America/Godthab,GMT-3:00,Europe 2,EU
Kulob,N,,Tajikistan,Kulyab,airport,TJU,TJU,69.8052778,37.9883333,Asia/Dushanbe,GMT+5:00,Middle East & North Africa,ME
Kullu Bhuntar,N,,India,Kulu,airport,KUU,KUU,77.1544444,31.8766667,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Kuito,N,,Angola,Kuito,airport,SVP,SVP,16.9483333,-12.404444,Africa/Luanda,GMT+1:00,"East, West & South Africa",AF
Kugluktuk,N,NU,Canada,Kuglutuk Coppermine,airport,YCO,YCO,-115.14389,67.8166667,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Kugaaruk,N,NU,Canada,Pelly Bay,airport,YBB,YBB,-89.808056,68.5344444,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Kudat,N,,Malaysia,Kudat,airport,KUD,KUD,116.837222,6.92333333,Asia/Kuching,GMT+8:00,Asia 2,AS
Kuching International,N,,Malaysia,Kuching,airport,KCH,KCH,110.343889,1.48416667,Asia/Kuching,GMT+8:00,Asia 2,AS
Kuantan Sultan Haji Ahmad Shah,N,,Malaysia,Kuantan,airport,KUA,KUA,103.209444,3.78083333,Asia/Kuching,GMT+8:00,Asia 2,AS
Kuala Terengganu Sultan Mahmud,N,,Malaysia,Kuala Terengganu,airport,TGG,TGG,103.104722,5.38138889,Asia/Kuching,GMT+8:00,Asia 2,AS
Kuala Lumpur Sultan Abdul Aziz Shah,N,,Malaysia,Kuala Lumpur,airport,SZB,KUL,101.554444,3.12166667,Asia/Kuching,GMT+8:00,Asia 2,AS
Kuala Lumpur International,N,,Malaysia,Kuala Lumpur,airport,KUL,KUL,101.714722,2.74555556,Asia/Kuching,GMT+8:00,Asia 2,AS
Kristiansund Kvernberget,N,,Norway,Kristiansund,airport,KSU,KSU,7.82444444,63.1116667,Europe/Oslo,GMT+1:00,Europe 1,EU
Kristianstad,N,,Sweden,Kristianstad,airport,KID,KID,14.0855556,55.9216667,Europe/Stockholm,GMT+1:00,Europe 1,EU
Kristiansand Kjevik,N,,Norway,Kristiansand,airport,KRS,KRS,8.08527778,58.2041667,Europe/Oslo,GMT+1:00,Europe 1,EU
Krasnoyarsk Yemelyanovo,N,,Russia,Krasnoyarsk,airport,KJA,KJA,92.4933333,56.1730556,Asia/Krasnoyarsk,GMT+8:00,Europe 2,EU
Krasnodar Pashkovsky,N,,Russia,Krasnodar,airport,KRR,KRR,39.1663889,45.0325,Europe/Moscow,GMT+4:00,Europe 2,EU
Kramfors/Solleftea,N,,Sweden,Kramfors,airport,KRF,KRF,17.7688889,63.0486111,Europe/Stockholm,GMT+1:00,Europe 1,EU
Krakow John Paul II - Balice,N,,Poland,Krakow,airport,KRK,KRK,19.7847222,50.0777778,Europe/Warsaw,GMT+1:00,Europe 1,EU
Krabi,N,,Thailand,Krabi,airport,KBV,KBV,98.9888889,8.09583333,Asia/Bangkok,GMT+7:00,Asia 1,AS
Kozhikode International,N,,India,Calicut,airport,CCJ,CCJ,75.9552778,11.1369444,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Kozani Filippos,N,,Greece,Kozani,airport,KZI,KZI,21.8408333,40.2861111,Europe/Athens,GMT+2:00,Europe 2,EU
Koyukuk,N,AK,United States,Koyukuk,airport,KYU,KYU,-157.72444,64.8763889,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Koyuk Alfred Adams,N,AK,United States,Koyuk,airport,KKA,KKA,-161.15528,64.9388889,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kowanyama,N,,Australia,Kowanyama,airport,KWM,KWM,141.752222,-15.485278,Australia/Brisbane,GMT+10:00,Australia New Zealand & South Pacific,AU
Koumac,N,,New Caledonia,Koumac,airport,KOC,KOC,164.255556,-20.546389,Pacific/Noumea,GMT+11:00,Australia New Zealand & South Pacific,AU
Kotzebue Ralph Wien Memorial,N,AK,United States,Kotzebue,airport,OTZ,OTZ,-162.59417,66.8886111,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kotte Diyawanna Oya,N,,Sri Lanka,Kotte,airport,DWO,DWO,79.9091667,6.90555556,Asia/Colombo,GMT+5:30,Indian Subcontinent,IN
Kotlik,N,AK,United States,Kotlik,airport,KOT,KOT,-163.53056,63.0325,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kotabaru Gusti Sjamsir Alam,N,,Indonesia,Kotabaru,airport,KBU,KBU,116.164722,-3.2961111,Asia/Makassar,GMT+8:00,Asia 2,AS
Kota Kinabalu International,N,,Malaysia,Kota Kinabalu,airport,BKI,BKI,116.053056,5.93722222,Asia/Kuching,GMT+8:00,Asia 2,AS
Kota Bharu Sultan Ismail Petra,N,,Malaysia,Kota Bharu,airport,KBR,KBR,102.291111,6.1675,Asia/Kuching,GMT+8:00,Asia 2,AS
Kostanay,N,,Kazakhstan,Kostanay,airport,KSN,KSN,63.5502778,53.2069444,Asia/Almaty,GMT+6:00,Middle East & North Africa,ME
Kosrae International,N,,Micronesia,Kosrae,airport,KSA,KSA,162.958333,5.35694444,Pacific/Kosrae,GMT+11:00,Asia 2,AS
Kosice,N,,Slovakia,Kosice,airport,KSC,KSC,21.2411111,48.6630556,Europe/Bratislava,GMT+1:00,Europe 2,EU
Kos Ippokratis,N,,Greece,Kos,airport,KGS,KGS,27.0916667,36.7933333,Europe/Athens,GMT+2:00,Europe 2,EU
Koror Palau International,N,,Palau,Koror,airport,ROR,ROR,134.544167,7.36722222,Pacific/Palau,GMT+9:00,Asia 2,AS
Korla,N,,China,Korla,airport,KRL,KRL,86.1302778,41.6991667,Asia/Shanghai,GMT+8:00,Asia 1,AS
Korhogo,N,,Ivory Coast,Korhogo,airport,HGO,HGO,-5.5572222,9.38722222,Africa/Abidjan,GMT0:00,"East, West & South Africa",AF
Kooddoo Island,N,,Maldives,Kooddoo,airport,GKK,GKK,73.4341667,0.73305556,Indian/Maldives,GMT+5:00,Indian Subcontinent,IN
Konya,N,,Turkey,Konya,airport,KYA,KYA,32.5619444,37.9788889,Europe/Istanbul,GMT+2:00,Europe 2,EU
Kongolo,N,,Congo,Kongolo,airport,KOO,KOO,26.9911111,-5.3941667,Africa/Lubumbashi,GMT+2:00,"East, West & South Africa",AF
Kongiganak,N,AK,United States,Kongiganak,airport,KKH,KKH,-162.88139,59.9602778,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kone,N,,New Caledonia,Kone,airport,KNQ,KNQ,164.838889,-21.053889,Pacific/Noumea,GMT+11:00,Australia New Zealand & South Pacific,AU
Kona Keahole,N,HI,United States,Kona,airport,KOA,KOA,-156.04556,19.7388889,Pacific/Honolulu,GMT-10:00,Canada & Continental USA,US
Komsomolsk-na-Amure Khurba,N,,Russia,Komsomolsk Na Amure,airport,KXK,KXK,136.935833,50.4077778,Asia/Vladivostok,GMT+11:00,Europe 2,EU
Komatsu,N,,Japan,Komatsu,airport,KMQ,KMQ,136.406667,36.3947222,Asia/Tokyo,GMT+9:00,Asia 1,AS
Kolwezi,N,,Congo,Kolwezi,airport,KWZ,KWZ,25.5058333,-10.765833,Africa/Lubumbashi,GMT+2:00,"East, West & South Africa",AF
Kolkata/Calcutta Netaji Subhas Chandra,N,,India,Calcutta,airport,CCU,CCU,88.4466667,22.6547222,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Koliganek,N,AK,United States,Koliganek,airport,KGK,KGK,-157.26167,59.7272222,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kolaka Pomala,N,,Indonesia,Pomala,airport,PUM,PUM,121.615278,-4.1811111,Asia/Makassar,GMT+8:00,Asia 2,AS
Kokshetau,N,,Kazakhstan,Kokshetau,airport,KOV,KOV,69.5947222,53.3291667,Asia/Almaty,GMT+6:00,Middle East & North Africa,ME
Kokkola/Pietarsaari Kruunupyy,N,,Finland,Kokkola/Pietarsaari,airport,KOK,KOK,23.1430556,63.7211111,Europe/Helsinki,GMT+2:00,Europe 2,EU
Kokhanok,N,AK,United States,Kakhonak,airport,KNK,KNK,-154.80361,59.4333333,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Koggala,N,,Sri Lanka,Koggala,airport,KCT,KCT,80.3202778,5.99361111,Asia/Colombo,GMT+5:30,Indian Subcontinent,IN
Kogalym,N,,Russia,Kogalym,airport,KGP,KGP,74.5338889,62.1905556,Asia/Yekaterinburg,GMT+6:00,Europe 2,EU
Kodiak Airport,N,AK,United States,Kodiak,airport,ADQ,ADQ,-152.49389,57.75,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kochi International,N,,India,Cochin,airport,COK,COK,76.4019444,10.1519444,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Kochi,N,,Japan,Kochi,airport,KCZ,KCZ,133.669444,33.5461111,Asia/Tokyo,GMT+9:00,Asia 1,AS
Kobuk,N,AK,United States,Kobuk,airport,OBU,OBU,-156.89833,66.9125,America/Anchorage,GMT-9:00,Canada & Continental USA,US
